sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"Besides dressing deerskins and smoking deer meat , there were the ever-present tasks of cooking , looking after children , and daily procurement of water and firewood .","Besides/IN dressing/JJ deerskins/NNS and/CC smoking/NN deer/NNS meat/NN ,/, there/EX were/VBD the/DT ever-present/JJ tasks/NNS of/IN cooking/NN ,/, looking/VBG after/IN children/NNS ,/, and/CC daily/JJ procurement/NN of/IN water/NN and/CC firewood/NN ./.","case(deerskins-3, Besides-1) amod(deerskins-3, dressing-2) nmod:besides(were-10, deerskins-3) cc(deerskins-3, and-4) compound(meat-7, smoking-5) compound(meat-7, deer-6) conj:and(deerskins-3, meat-7) nmod:besides(were-10, meat-7) expl(were-10, there-9) root(ROOT-0, were-10) det(tasks-13, the-11) amod(tasks-13, ever-present-12) nsubj(were-10, tasks-13) case(cooking-15, of-14) nmod:of(tasks-13, cooking-15) acl(tasks-13, looking-17) case(children-19, after-18) nmod:after(looking-17, children-19) cc(tasks-13, and-21) amod(procurement-23, daily-22) nsubj(were-10, procurement-23) conj:and(tasks-13, procurement-23) case(water-25, of-24) nmod:of(procurement-23, water-25) cc(water-25, and-26) nmod:of(procurement-23, firewood-27) conj:and(water-25, firewood-27)  ",water,25,"case(water-25, of-24) cc(water-25, and-26) conj:and(water-25, firewood-27) nmod:of(procurement-23, water-25) ",", and daily procurement of water and firewood .",NN,[],,,,,,,,,"[('of', 'procurement')]",['of'],['procurement'],[],[],,"[('and', 'firewood')]",['and'],['firewood'],[],[],[],[],[],['of'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"65 No longer would healthy Creek men be allowed to avoid agricultural labor and engage in such "" leisure "" activities as hunting , fishing , and ball play while Creek women chopped wood and toted water .","65/CD No/DT longer/RBR would/MD healthy/VB Creek/NNP men/NNS be/VB allowed/VBN to/TO avoid/VB agricultural/JJ labor/NN and/CC engage/VB in/IN such/JJ ''/'' leisure/VBG ''/'' activities/NNS as/IN hunting/NN ,/, fishing/NN ,/, and/CC ball/NN play/NN while/IN Creek/NNP women/NNS chopped/VBD wood/NN and/CC toted/NN water/NN ./.","nsubj(healthy-5, 65-1) neg(longer-3, No-2) advmod(healthy-5, longer-3) aux(healthy-5, would-4) root(ROOT-0, healthy-5) compound(men-7, Creek-6) nsubjpass(allowed-9, men-7) nsubj(avoid-11, men-7) nsubj(engage-15, men-7) auxpass(allowed-9, be-8) ccomp(healthy-5, allowed-9) mark(avoid-11, to-10) xcomp(allowed-9, avoid-11) amod(labor-13, agricultural-12) dobj(avoid-11, labor-13) cc(allowed-9, and-14) ccomp(healthy-5, engage-15) conj:and(allowed-9, engage-15) case(such-17, in-16) nmod:in(engage-15, such-17) acl(such-17, leisure-19) dobj(leisure-19, activities-21) case(fishing-25, as-22) compound(fishing-25, hunting-23) nmod:as(leisure-19, fishing-25) cc(fishing-25, and-27) compound(play-29, ball-28) nmod:as(leisure-19, play-29) conj:and(fishing-25, play-29) mark(chopped-33, while-30) compound(women-32, Creek-31) nsubj(chopped-33, women-32) advcl(healthy-5, chopped-33) compound(water-37, wood-34) cc(wood-34, and-35) conj:and(wood-34, toted-36) compound(water-37, toted-36) dobj(chopped-33, water-37)  ",water,37,"compound(water-37, wood-34) compound(water-37, toted-36) dobj(chopped-33, water-37) ",women chopped wood and toted water .,NN,[],chopped,VBD,object,,,chopped,chop,[],[],[],[],[],[],,[],[],[],"['wood', 'toted']",[],[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,unknown
She hauled water from the spring behind the house and gathered firewood .,She/PRP hauled/VBD water/NN from/IN the/DT spring/NN behind/IN the/DT house/NN and/CC gathered/NN firewood/NN ./.,"nsubj(hauled-2, She-1) root(ROOT-0, hauled-2) dobj(hauled-2, water-3) case(spring-6, from-4) det(spring-6, the-5) nmod:from(hauled-2, spring-6) case(firewood-12, behind-7) det(firewood-12, the-8) compound(firewood-12, house-9) cc(house-9, and-10) conj:and(house-9, gathered-11) compound(firewood-12, gathered-11) nmod:behind(hauled-2, firewood-12)  ",water,3,"dobj(hauled-2, water-3) ",She hauled water from the spring behind the,NN,[],hauled,VBD,object,,,hauled,haul,[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,unknown
"She washed clothes in a large tub , blackened from the fire used to heat the water .","She/PRP washed/VBD clothes/NNS in/IN a/DT large/JJ tub/NN ,/, blackened/VBN from/IN the/DT fire/NN used/VBN to/TO heat/VB the/DT water/NN ./.","nsubj(washed-2, She-1) root(ROOT-0, washed-2) dobj(washed-2, clothes-3) case(tub-7, in-4) det(tub-7, a-5) amod(tub-7, large-6) nmod:in(washed-2, tub-7) acl(tub-7, blackened-9) case(fire-12, from-10) det(fire-12, the-11) nmod:from(blackened-9, fire-12) acl(fire-12, used-13) mark(heat-15, to-14) xcomp(used-13, heat-15) det(water-17, the-16) dobj(heat-15, water-17)  ",water,17,"det(water-17, the-16) dobj(heat-15, water-17) ",fire used to heat the water .,NN,[],heat,VB,object,,,heat,heat,[],[],[],[],[],['the'],definite article,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,linked,ambiguous,[],unknown,unknown
"Later that summer she was seen near the tribal camp on the boundaries , near the river where her father walked and recorded the sounds of water , birds , and trina !","Later/RB that/DT summer/NN she/PRP was/VBD seen/VBN near/IN the/DT tribal/JJ camp/NN on/IN the/DT boundaries/NNS ,/, near/IN the/DT river/NN where/WRB her/PRP$ father/NN walked/VBD and/CC recorded/VBD the/DT sounds/NNS of/IN water/NN ,/, birds/NNS ,/, and/CC trina/NN !/.","advmod(summer-3, Later-1) det(summer-3, that-2) nmod:tmod(seen-6, summer-3) nsubjpass(seen-6, she-4) auxpass(seen-6, was-5) root(ROOT-0, seen-6) case(camp-10, near-7) det(camp-10, the-8) amod(camp-10, tribal-9) nmod:near(seen-6, camp-10) case(boundaries-13, on-11) det(boundaries-13, the-12) nmod:on(seen-6, boundaries-13) case(river-17, near-15) det(river-17, the-16) nmod:near(seen-6, river-17) advmod(walked-21, where-18) nmod:poss(father-20, her-19) nsubj(walked-21, father-20) nsubj(recorded-23, father-20) acl:relcl(river-17, walked-21) cc(walked-21, and-22) acl:relcl(river-17, recorded-23) conj:and(walked-21, recorded-23) det(sounds-25, the-24) dobj(recorded-23, sounds-25) case(water-27, of-26) nmod:of(sounds-25, water-27) nmod:of(sounds-25, birds-29) conj:and(water-27, birds-29) cc(water-27, and-31) nmod:of(sounds-25, trina-32) conj:and(water-27, trina-32)  ",water,27,"case(water-27, of-26) conj:and(water-27, birds-29) cc(water-27, and-31) conj:and(water-27, trina-32) nmod:of(sounds-25, water-27) ","and recorded the sounds of water , birds , and trina",NN,[],,,,,,,,,"[('of', 'sounds')]",['of'],['sounds'],[],[],,"[('and', 'birds'), ('and', 'trina')]","['and', 'and']","['birds', 'trina']",[],[],[],[],[],['of'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
Opening the reservation to settlers by allotting land to the Indians would have a negative effect on water availability .,Opening/VBG the/DT reservation/NN to/TO settlers/NNS by/IN allotting/VBG land/NN to/TO the/DT Indians/NNPS would/MD have/VB a/DT negative/JJ effect/NN on/IN water/NN availability/NN ./.,"csubj(have-13, Opening-1) det(reservation-3, the-2) dobj(Opening-1, reservation-3) case(settlers-5, to-4) nmod:to(Opening-1, settlers-5) mark(allotting-7, by-6) advcl(Opening-1, allotting-7) dobj(allotting-7, land-8) case(Indians-11, to-9) det(Indians-11, the-10) nmod:to(allotting-7, Indians-11) aux(have-13, would-12) root(ROOT-0, have-13) det(effect-16, a-14) amod(effect-16, negative-15) dobj(have-13, effect-16) case(availability-19, on-17) compound(availability-19, water-18) nmod:on(effect-16, availability-19)  ",water,18,"compound(availability-19, water-18) ",have a negative effect on water availability .,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],['availability'],[],[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"Whitetail had been populated by the recent arrival of the Chiricahua bands ; preference for location in Mescalero and along U.S. 70 , meanwhile , resulted from their relatively easy access to water and , at the former , agency buildings .","Whitetail/NNP had/VBD been/VBN populated/VBN by/IN the/DT recent/JJ arrival/NN of/IN the/DT Chiricahua/NNP bands/NNS ;/: preference/NN for/IN location/NN in/IN Mescalero/NNP and/CC along/IN U.S./NNP 70/CD ,/, meanwhile/RB ,/, resulted/VBN from/IN their/PRP$ relatively/RB easy/JJ access/NN to/TO water/NN and/CC ,/, at/IN the/DT former/JJ ,/, agency/NN buildings/NNS ./.","nsubjpass(populated-4, Whitetail-1) nsubjpass(populated-4', Whitetail-1) nsubjpass(resulted-26, Whitetail-1) nsubj(former-38, Whitetail-1) aux(populated-4, had-2) auxpass(populated-4, been-3) root(ROOT-0, populated-4) conj:and(populated-4, populated-4') case(arrival-8, by-5) det(arrival-8, the-6) amod(arrival-8, recent-7) nmod:by(populated-4, arrival-8) case(bands-12, of-9) det(bands-12, the-10) compound(bands-12, Chiricahua-11) nmod:of(arrival-8, bands-12) dep(arrival-8, preference-14) case(location-16, for-15) nmod:for(preference-14, location-16) case(Mescalero-18, in-17) nmod:in(location-16, Mescalero-18) cc(populated-4, and-19) case(U.S.-21, along-20) nmod:along(populated-4', U.S.-21) nummod(U.S.-21, 70-22) advmod(populated-4, meanwhile-24) conj:and(populated-4, resulted-26) case(access-31, from-27) nmod:poss(access-31, their-28) advmod(easy-30, relatively-29) amod(access-31, easy-30) nmod:from(resulted-26, access-31) case(water-33, to-32) nmod:to(access-31, water-33) cc(populated-4, and-34) case(former-38, at-36) det(former-38, the-37) conj:and(populated-4, former-38) compound(buildings-41, agency-40) appos(former-38, buildings-41)  ",water,33,"case(water-33, to-32) nmod:to(access-31, water-33) ","their relatively easy access to water and , at the former",NN,[],,,,,,,,,"[('to', 'access')]",['to'],['access'],[],[],,[],[],[],[],[],[],[],[],['to'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"Tularosa Canyon dominated as the central-place settlement on the reservation : 55 percent of all residences were in this canyon , where the year-round availability of water assured the possibility of agriculture during the growing season .","Tularosa/NNP Canyon/NNP dominated/VBD as/IN the/DT central-place/JJ settlement/NN on/IN the/DT reservation/NN :/: 55/CD percent/NN of/IN all/DT residences/NNS were/VBD in/IN this/DT canyon/NN ,/, where/WRB the/DT year-round/JJ availability/NN of/IN water/NN assured/VBD the/DT possibility/NN of/IN agriculture/NN during/IN the/DT growing/VBG season/NN ./.","compound(Canyon-2, Tularosa-1) nsubj(dominated-3, Canyon-2) root(ROOT-0, dominated-3) case(settlement-7, as-4) det(settlement-7, the-5) amod(settlement-7, central-place-6) nmod:as(dominated-3, settlement-7) case(reservation-10, on-8) det(reservation-10, the-9) nmod:on(dominated-3, reservation-10) nummod(percent-13, 55-12) nsubj(canyon-20, percent-13) case(residences-16, of-14) det(residences-16, all-15) nmod:of(percent-13, residences-16) cop(canyon-20, were-17) case(canyon-20, in-18) det(canyon-20, this-19) parataxis(dominated-3, canyon-20) advmod(assured-28, where-22) det(availability-25, the-23) amod(availability-25, year-round-24) nsubj(assured-28, availability-25) case(water-27, of-26) nmod:of(availability-25, water-27) acl:relcl(canyon-20, assured-28) det(possibility-30, the-29) dobj(assured-28, possibility-30) case(agriculture-32, of-31) nmod:of(possibility-30, agriculture-32) case(season-36, during-33) det(season-36, the-34) amod(season-36, growing-35) nmod:during(assured-28, season-36)  ",water,27,"case(water-27, of-26) nmod:of(availability-25, water-27) ",where the year-round availability of water assured the possibility of agriculture,NN,[],,,,,,,,,"[('of', 'availability')]",['of'],['availability'],[],[],,[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"The remaining canyons were narrow , and the limited amounts of water and hours of sunlight restricted the number of productive land assignments that could be made .","The/DT remaining/VBG canyons/NNS were/VBD narrow/JJ ,/, and/CC the/DT limited/JJ amounts/NNS of/IN water/NN and/CC hours/NNS of/IN sunlight/NN restricted/VBN the/DT number/NN of/IN productive/JJ land/NN assignments/NNS that/WDT could/MD be/VB made/VBN ./.","det(canyons-3, The-1) amod(canyons-3, remaining-2) nsubj(narrow-5, canyons-3) cop(narrow-5, were-4) root(ROOT-0, narrow-5) cc(narrow-5, and-7) det(amounts-10, the-8) amod(amounts-10, limited-9) nsubj(restricted-17, amounts-10) case(water-12, of-11) nmod:of(amounts-10, water-12) cc(water-12, and-13) nmod:of(amounts-10, hours-14) conj:and(water-12, hours-14) case(sunlight-16, of-15) nmod:of(amounts-10, sunlight-16) conj:and(narrow-5, restricted-17) det(number-19, the-18) dobj(restricted-17, number-19) nsubjpass(made-27, number-19) case(assignments-23, of-20) amod(assignments-23, productive-21) compound(assignments-23, land-22) nmod:of(number-19, assignments-23) ref(number-19, that-24) aux(made-27, could-25) auxpass(made-27, be-26) acl:relcl(number-19, made-27)  ",water,12,"case(water-12, of-11) cc(water-12, and-13) conj:and(water-12, hours-14) nmod:of(amounts-10, water-12) ",and the limited amounts of water and hours of sunlight restricted,NN,[],,,,,,,,,"[('of', 'amounts')]",['of'],['amounts'],[],[],,"[('and', 'hours')]",['and'],['hours'],[],[],[],[],[],['of'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
<p> The location of land assignments was identified by heads of household to preserve previous band locations near water sources .,<p>/RB The/DT location/NN of/IN land/NN assignments/NNS was/VBD identified/VBN by/IN heads/NNS of/IN household/NN to/TO preserve/VB previous/JJ band/NN locations/NNS near/IN water/NN sources/NNS ./.,"advmod(identified-8, <p>-1) det(location-3, The-2) nsubjpass(identified-8, location-3) nsubj(preserve-14, location-3) case(assignments-6, of-4) compound(assignments-6, land-5) nmod:of(location-3, assignments-6) auxpass(identified-8, was-7) root(ROOT-0, identified-8) case(heads-10, by-9) nmod:by(identified-8, heads-10) case(household-12, of-11) nmod:of(heads-10, household-12) mark(preserve-14, to-13) xcomp(identified-8, preserve-14) amod(locations-17, previous-15) compound(locations-17, band-16) dobj(preserve-14, locations-17) case(sources-20, near-18) compound(sources-20, water-19) nmod:near(locations-17, sources-20)  ",water,19,"compound(sources-20, water-19) ",preserve previous band locations near water sources .,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],['sources'],[],[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
The unit was usually located in the canyon bottoms near a water source and at some distance from another residence .,The/DT unit/NN was/VBD usually/RB located/VBN in/IN the/DT canyon/NN bottoms/NNS near/IN a/DT water/NN source/NN and/CC at/IN some/DT distance/NN from/IN another/DT residence/NN ./.,"det(unit-2, The-1) nsubjpass(located-5, unit-2) nsubjpass(located-5', unit-2) auxpass(located-5, was-3) advmod(located-5, usually-4) root(ROOT-0, located-5) conj:and(located-5, located-5') case(bottoms-9, in-6) det(bottoms-9, the-7) compound(bottoms-9, canyon-8) nmod:in(located-5, bottoms-9) case(source-13, near-10) det(source-13, a-11) compound(source-13, water-12) nmod:near(bottoms-9, source-13) cc(located-5, and-14) case(distance-17, at-15) det(distance-17, some-16) nmod:at(located-5', distance-17) case(residence-20, from-18) det(residence-20, another-19) nmod:from(distance-17, residence-20)  ",water,12,"compound(source-13, water-12) ",the canyon bottoms near a water source and at some distance,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],['source'],[],[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
Limited agricultural land and water demanded other forms of Apache self-sufficiency .,Limited/JJ agricultural/JJ land/NN and/CC water/NN demanded/VBD other/JJ forms/NNS of/IN Apache/NNP self-sufficiency/NN ./.,"amod(land-3, Limited-1) amod(land-3, agricultural-2) nsubj(demanded-6, land-3) cc(land-3, and-4) conj:and(land-3, water-5) nsubj(demanded-6, water-5) root(ROOT-0, demanded-6) amod(forms-8, other-7) dobj(demanded-6, forms-8) case(self-sufficiency-11, of-9) compound(self-sufficiency-11, Apache-10) nmod:of(forms-8, self-sufficiency-11)  ",water,5,"conj:and(land-3, water-5) nsubj(demanded-6, water-5) ",Limited agricultural land and water demanded other forms of Apache,NN,[],demanded,VBD,subject,demanded,demand,,,[],[],[],[],[],[],,"[('and', 'land')]",['and'],['land'],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,ambiguous,[],unknown,unknown
"The dissected character of the plateau on which Jerusalem is sited , the general lack of water sources , and the shallow-basin topography that offers protection from strong winds and adverse weather , all have contributed to the evolution of the city as a regional center and stronghold whose domination extends over a wide area .","The/DT dissected/JJ character/NN of/IN the/DT plateau/NN on/IN which/WDT Jerusalem/NNP is/VBZ sited/VBN ,/, the/DT general/JJ lack/NN of/IN water/NN sources/NNS ,/, and/CC the/DT shallow-basin/JJ topography/NN that/WDT offers/VBZ protection/NN from/IN strong/JJ winds/NNS and/CC adverse/JJ weather/NN ,/, all/DT have/VBP contributed/VBN to/TO the/DT evolution/NN of/IN the/DT city/NN as/IN a/DT regional/JJ center/NN and/CC stronghold/NN whose/WP$ domination/NNS extends/VBZ over/IN a/DT wide/JJ area/NN ./.","det(character-3, The-1) amod(character-3, dissected-2) nsubj(contributed-36, character-3) case(plateau-6, of-4) det(plateau-6, the-5) nmod:of(character-3, plateau-6) nmod:on(sited-11, plateau-6) case(which-8, on-7) ref(plateau-6, which-8) nsubjpass(sited-11, Jerusalem-9) auxpass(sited-11, is-10) acl:relcl(plateau-6, sited-11) det(lack-15, the-13) amod(lack-15, general-14) nmod:of(character-3, lack-15) conj:and(plateau-6, lack-15) nmod:on(sited-11, lack-15) case(sources-18, of-16) compound(sources-18, water-17) nmod:of(lack-15, sources-18) cc(plateau-6, and-20) det(topography-23, the-21) amod(topography-23, shallow-basin-22) nmod:of(character-3, topography-23) conj:and(plateau-6, topography-23) nmod:on(sited-11, topography-23) nsubj(offers-25, topography-23) ref(topography-23, that-24) acl:relcl(topography-23, offers-25) dobj(offers-25, protection-26) case(winds-29, from-27) amod(winds-29, strong-28) nmod:from(offers-25, winds-29) cc(winds-29, and-30) amod(weather-32, adverse-31) nmod:from(offers-25, weather-32) conj:and(winds-29, weather-32) advmod(winds-29, all-34) aux(contributed-36, have-35) root(ROOT-0, contributed-36) case(evolution-39, to-37) det(evolution-39, the-38) nmod:to(contributed-36, evolution-39) case(city-42, of-40) det(city-42, the-41) nmod:of(evolution-39, city-42) case(center-46, as-43) det(center-46, a-44) amod(center-46, regional-45) nmod:as(contributed-36, center-46) nmod:poss(domination-50, center-46) cc(center-46, and-47) nmod:as(contributed-36, stronghold-48) conj:and(center-46, stronghold-48) nmod:poss(domination-50, stronghold-48) ref(center-46, whose-49) nsubj(extends-51, domination-50) acl:relcl(center-46, extends-51) case(area-55, over-52) det(area-55, a-53) amod(area-55, wide-54) nmod:over(extends-51, area-55)  ",water,17,"compound(sources-18, water-17) ",", the general lack of water sources , and the shallow-basin",NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],['sources'],[],[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
