sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
The clip fastens to a D ring on the fly vest and the loose end gets tied to the stick -- either the one I brought or the one I went to find when I saw how fast the water was .,The/DT clip/NN fastens/VBZ to/TO a/DT D/NNP ring/NN on/IN the/DT fly/NN vest/NN and/CC the/DT loose/JJ end/NN gets/VBZ tied/VBN to/TO the/DT stick/NN --/: either/RB the/DT one/NN I/PRP brought/VBD or/CC the/DT one/NN I/PRP went/VBD to/TO find/VB when/WRB I/PRP saw/VBD how/WRB fast/RB the/DT water/NN was/VBD ./.," det(clip-2, The-1) nsubj(fastens-3, clip-2) root(ROOT-0, fastens-3) case(ring-7, to-4) det(ring-7, a-5) compound(ring-7, D-6) nmod:to(fastens-3, ring-7) case(vest-11, on-8) det(vest-11, the-9) compound(vest-11, fly-10) nmod:on(fastens-3, vest-11) cc(fastens-3, and-12) det(end-15, the-13) amod(end-15, loose-14) nsubjpass(tied-17, end-15) auxpass(tied-17, gets-16) conj:and(fastens-3, tied-17) case(stick-20, to-18) det(stick-20, the-19) nmod:to(tied-17, stick-20) advmod(one-24, either-22) det(one-24, the-23) dep(stick-20, one-24) nsubj(brought-26, I-25) acl:relcl(one-24, brought-26) cc(one-24, or-27) det(one-29, the-28) dep(stick-20, one-29) conj:or(one-24, one-29) nsubj(went-31, I-30) nsubj(find-33, I-30) acl:relcl(one-29, went-31) mark(find-33, to-32) xcomp(went-31, find-33) advmod(saw-36, when-34) nsubj(saw-36, I-35) advcl(find-33, saw-36) advmod(fast-38, how-37) advmod(was-41, fast-38) det(water-40, the-39) nsubj(was-41, water-40) ccomp(saw-36, was-41)  ",fly,10,"compound(vest-11, fly-10) ",a D ring on the fly vest and the loose end,NN,[],,,,,[],[],[],[],[],[],['vest'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"This thing is made from tonkin cane , like a fly rod , and features a "" jewel-like polished-brass thumb crotch "" and a "" distinctive cast-bronze rock gripping tip featuring the classic brush hook . ""","This/DT thing/NN is/VBZ made/VBN from/IN tonkin/NN cane/NN ,/, like/IN a/DT fly/NN rod/NN ,/, and/CC features/VBZ a/SYM ''/'' jewel-like/JJ polished-brass/JJ thumb/NN crotch/NN ''/'' and/CC a/SYM ''/'' distinctive/VBZ cast-bronze/JJ rock/NN gripping/VBG tip/NN featuring/VBG the/DT classic/JJ brush/NN hook/NN ./. ''/''"," det(thing-2, This-1) nsubjpass(made-4, thing-2) nsubj(features-15, thing-2) auxpass(made-4, is-3) root(ROOT-0, made-4) case(cane-7, from-5) compound(cane-7, tonkin-6) nmod:from(made-4, cane-7) case(rod-12, like-9) det(rod-12, a-10) compound(rod-12, fly-11) nmod:like(made-4, rod-12) cc(made-4, and-14) conj:and(made-4, features-15) dobj(features-15, a-16) amod(crotch-21, jewel-like-18) amod(crotch-21, polished-brass-19) compound(crotch-21, thumb-20) nsubj(distinctive-26, crotch-21) cc(crotch-21, and-23) conj:and(crotch-21, a-24) nsubj(distinctive-26, a-24) acl:relcl(a-16, distinctive-26) amod(tip-30, cast-bronze-27) compound(tip-30, rock-28) amod(tip-30, gripping-29) dobj(distinctive-26, tip-30) acl(tip-30, featuring-31) det(hook-35, the-32) amod(hook-35, classic-33) compound(hook-35, brush-34) dobj(featuring-31, hook-35)  ",fly,11,"compound(rod-12, fly-11) ","tonkin cane , like a fly rod , and features a",NN,[],,,,,[],[],[],[],[],[],['rod'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
<p> Even a fly rot is basically a stick .,<p>/RB Even/RB a/DT fly/NN rot/NN is/VBZ basically/RB a/DT stick/NN ./.," advmod(stick-9, <p>-1) advmod(rot-5, Even-2) det(rot-5, a-3) compound(rot-5, fly-4) nsubj(stick-9, rot-5) cop(stick-9, is-6) advmod(stick-9, basically-7) det(stick-9, a-8) root(ROOT-0, stick-9)  ",fly,4,"compound(rot-5, fly-4) ",<p> Even a fly rot is basically a stick,NN,[],is,VBZ,subject,[],[],[],[],[],[],[],['rot'],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown,unknown
In that situation the stick and the fly line both lie downstream and one invariably gets tangled up with the other .,In/IN that/DT situation/NN the/DT stick/NN and/CC the/DT fly/NN line/NN both/DT lie/VBP downstream/CD and/CC one/CD invariably/RB gets/VBZ tangled/VBN up/RP with/IN the/DT other/JJ ./.," case(situation-3, In-1) det(situation-3, that-2) nmod:in(lie-11, situation-3) det(stick-5, the-4) nsubj(lie-11, stick-5) cc(stick-5, and-6) det(line-9, the-7) compound(line-9, fly-8) conj:and(stick-5, line-9) nsubj(lie-11, line-9) dep(line-9, both-10) root(ROOT-0, lie-11) nsubjpass(tangled-17, downstream-12) cc(downstream-12, and-13) conj:and(downstream-12, one-14) nsubjpass(tangled-17, one-14) advmod(tangled-17, invariably-15) auxpass(tangled-17, gets-16) ccomp(lie-11, tangled-17) compound:prt(tangled-17, up-18) case(other-21, with-19) det(other-21, the-20) nmod:with(tangled-17, other-21)  ",fly,8,"compound(line-9, fly-8) ",situation the stick and the fly line both lie downstream and,NN,[],lie,VBP,subject,[],[],[],[],[],[],[],['line'],[],[],[],[],[],[],[],[],[],,,singular,plural,EX-PL,countable,unknown
"<p> In the 1920s , about the time Lee was introducing the first zipper fly , Levi Strauss was deleting the crotch rivet .","<p>/RB In/IN the/DT 1920s/NNS ,/, about/RB the/DT time/NN Lee/NNP was/VBD introducing/VBG the/DT first/JJ zipper/NN fly/NN ,/, Levi/NNP Strauss/NNP was/VBD deleting/VBG the/DT crotch/JJ rivet/NN ./."," advmod(introducing-11, <p>-1) case(1920s-4, In-2) det(1920s-4, the-3) nmod:in(introducing-11, 1920s-4) advmod(1920s-4, about-6) det(time-8, the-7) dep(1920s-4, time-8) nsubj(introducing-11, Lee-9) aux(introducing-11, was-10) ccomp(deleting-20, introducing-11) det(fly-15, the-12) amod(fly-15, first-13) compound(fly-15, zipper-14) dobj(introducing-11, fly-15) compound(Strauss-18, Levi-17) nsubj(deleting-20, Strauss-18) aux(deleting-20, was-19) root(ROOT-0, deleting-20) det(rivet-23, the-21) amod(rivet-23, crotch-22) dobj(deleting-20, rivet-23)  ",fly,15,"det(fly-15, the-12) amod(fly-15, first-13) compound(fly-15, zipper-14) dobj(introducing-11, fly-15) ","was introducing the first zipper fly , Levi Strauss was deleting",NN,[],introducing,VBG,object,[],[],[],[],[],['the'],[],['zipper'],['first'],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"I can still see Eric staggering in center field , trying earnestly to get a fix on a lazy fly ball -- it was a close game and the bases were loaded and oh Lord I knew what was coming .","I/PRP can/MD still/RB see/VB Eric/NNP staggering/NNP in/IN center/NN field/NN ,/, trying/VBG earnestly/RB to/TO get/VB a/DT fix/NN on/IN a/DT lazy/JJ fly/NN ball/NN --/: it/PRP was/VBD a/DT close/JJ game/NN and/CC the/DT bases/NNS were/VBD loaded/VBN and/CC oh/UH Lord/UH I/PRP knew/VBD what/WP was/VBD coming/VBG ./."," nsubj(see-4, I-1) aux(see-4, can-2) advmod(see-4, still-3) root(ROOT-0, see-4) compound(staggering-6, Eric-5) dobj(see-4, staggering-6) case(field-9, in-7) compound(field-9, center-8) nmod:in(staggering-6, field-9) acl(staggering-6, trying-11) advmod(trying-11, earnestly-12) mark(get-14, to-13) xcomp(trying-11, get-14) det(fix-16, a-15) dobj(get-14, fix-16) case(ball-21, on-17) det(ball-21, a-18) amod(ball-21, lazy-19) compound(ball-21, fly-20) nmod:on(get-14, ball-21) nsubj(game-27, it-23) cop(game-27, was-24) det(game-27, a-25) amod(game-27, close-26) parataxis(see-4, game-27) cc(game-27, and-28) det(bases-30, the-29) nsubjpass(loaded-32, bases-30) auxpass(loaded-32, were-31) parataxis(see-4, loaded-32) conj:and(game-27, loaded-32) cc(loaded-32, and-33) discourse(knew-37, oh-34) dep(oh-34, Lord-35) nsubj(knew-37, I-36) conj:and(game-27, knew-37) conj:and(loaded-32, knew-37) nsubj(coming-40, what-38) aux(coming-40, was-39) ccomp(knew-37, coming-40)  ",fly,20,"compound(ball-21, fly-20) ",a fix on a lazy fly ball -- it was a,NN,[],,,,,[],[],[],[],[],[],['ball'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
Trying to brush away a tick as you would a fly has no effect .,Trying/VBG to/TO brush/VB away/RP a/DT tick/NN as/IN you/PRP would/MD a/DT fly/NN has/VBZ no/DT effect/NN ./.," dep(has-12, Trying-1) mark(brush-3, to-2) xcomp(Trying-1, brush-3) compound:prt(brush-3, away-4) det(tick-6, a-5) dobj(brush-3, tick-6) mark(would-9, as-7) nsubj(would-9, you-8) advcl(brush-3, would-9) det(fly-11, a-10) nsubj(has-12, fly-11) root(ROOT-0, has-12) neg(effect-14, no-13) dobj(has-12, effect-14)  ",fly,11,"det(fly-11, a-10) nsubj(has-12, fly-11) ",tick as you would a fly has no effect .,NN,[],has,VBZ,subject,[],[],[],[],[],['a'],[],[],[],[],[],[],[],[],[],[],[],a,unit,singular,singular,A+N,countable,unknown
"<p> Saturday night , 80 mph in the right-hand lane , Cube on the fly to Anaheim , T-Bone riding shotgun , J. Dee in a car following behind .","<p>/JJ Saturday/NNP night/NN ,/, 80/CD mph/NN in/IN the/DT right-hand/JJ lane/NN ,/, Cube/VBN on/IN the/DT fly/NN to/TO Anaheim/NNP ,/, T-Bone/JJ riding/NN shotgun/NN ,/, J./NNP Dee/NNP in/IN a/DT car/NN following/VBG behind/IN ./."," amod(Saturday-2, <p>-1) nmod:tmod(Cube-12, Saturday-2) nsubj(Cube-12, night-3) nummod(mph-6, 80-5) appos(night-3, mph-6) case(lane-10, in-7) det(lane-10, the-8) amod(lane-10, right-hand-9) nmod:in(mph-6, lane-10) root(ROOT-0, Cube-12) case(fly-15, on-13) det(fly-15, the-14) nmod:on(Cube-12, fly-15) case(Anaheim-17, to-16) nmod:to(fly-15, Anaheim-17) amod(shotgun-21, T-Bone-19) compound(shotgun-21, riding-20) appos(Anaheim-17, shotgun-21) compound(Dee-24, J.-23) dobj(Cube-12, Dee-24) case(car-27, in-25) det(car-27, a-26) nmod:in(Dee-24, car-27) case(behind-29, following-28) advcl:following(Cube-12, behind-29)  ",fly,15,"case(fly-15, on-13) det(fly-15, the-14) nmod:to(fly-15, Anaheim-17) nmod:on(Cube-12, fly-15) ","lane , Cube on the fly to Anaheim , T-Bone riding",NN,[],,,,,"[('to', 'Anaheim'), ('on', 'Cube')]","['to', 'on']",['Cube'],['Anaheim'],['the'],[],[],[],[],[],[],['on'],[],[],[],[],,,singular,,,unknown,unknown
Not even a fly .,Not/RB even/RB a/DT fly/NN ./.," neg(even-2, Not-1) root(ROOT-0, even-2) det(fly-4, a-3) dep(even-2, fly-4)  ",fly,4,"det(fly-4, a-3) dep(even-2, fly-4) ",Not even a fly .,NN,[],,,,,[],[],[],[],['a'],[],[],[],[],[],[],[],[],[],[],[],a,unit,singular,,A+N,countable,unknown
"I 'm undoing the old fly buttons , preparing to launch the one-eyed trouser snake .","I/PRP 'm/VBP undoing/VBG the/DT old/JJ fly/NN buttons/NNS ,/, preparing/VBG to/TO launch/VB the/DT one-eyed/JJ trouser/NN snake/NN ./."," nsubj(undoing-3, I-1) aux(undoing-3, 'm-2) root(ROOT-0, undoing-3) det(buttons-7, the-4) amod(buttons-7, old-5) compound(buttons-7, fly-6) dobj(undoing-3, buttons-7) dep(undoing-3, preparing-9) mark(launch-11, to-10) xcomp(preparing-9, launch-11) det(snake-15, the-12) amod(snake-15, one-eyed-13) compound(snake-15, trouser-14) dobj(launch-11, snake-15)  ",fly,6,"compound(buttons-7, fly-6) ","I 'm undoing the old fly buttons , preparing to launch",NN,[],undoing,VBG,object,[],[],[],[],[],[],[],['buttons'],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"I. Amato <p> <p> DIAGRAM : Patterns of base pairs in DNA <p> 
##2022256 Section : Science News of the Week Gene-altered mosquitoes appear on the horizon <p> With so much attention focused nowadays on gene-altered mice -- the promising new research tool of modern genetics -- it seems few researchers remember the lowly fruit fly , which for decades has bared its genes to inquiring biologists .","I./NNP Amato/NNP <p>/NNP <p>/NNP DIAGRAM/NNP :/: Patterns/NNP of/IN base/NN pairs/NNS in/IN DNA/NNP <p>/NNP ##/NNP 2022256/NNP Section/NNP :/: Science/NNP News/NNP of/IN the/DT Week/NN Gene-altered/JJ mosquitoes/NNS appear/VBP on/IN the/DT horizon/NN <p>/NN With/IN so/RB much/JJ attention/NN focused/VBN nowadays/RB on/IN gene-altered/JJ mice/NNS --/: the/DT promising/JJ new/JJ research/NN tool/NN of/IN modern/JJ genetics/NNS --/: it/PRP seems/VBZ few/JJ researchers/NNS remember/VB the/DT lowly/JJ fruit/NN fly/NN ,/, which/WDT for/IN decades/NNS has/VBZ bared/VBN its/PRP$ genes/NNS to/TO inquiring/VBG biologists/NNS ./."," compound(Amato-2, I.-1) dep(appear-25, Amato-2) compound(DIAGRAM-5, <p>-3) compound(DIAGRAM-5, <p>-4) dep(Amato-2, DIAGRAM-5) dep(Amato-2, Patterns-7) case(pairs-10, of-8) compound(pairs-10, base-9) nmod:of(Patterns-7, pairs-10) case(Section-16, in-11) compound(Section-16, DNA-12) compound(Section-16, <p>-13) compound(Section-16, ##-14) compound(Section-16, 2022256-15) nmod:in(pairs-10, Section-16) compound(News-19, Science-18) dep(Patterns-7, News-19) case(Week-22, of-20) det(Week-22, the-21) nmod:of(News-19, Week-22) amod(mosquitoes-24, Gene-altered-23) nsubj(appear-25, mosquitoes-24) root(ROOT-0, appear-25) case(<p>-29, on-26) det(<p>-29, the-27) compound(<p>-29, horizon-28) nmod:on(appear-25, <p>-29) case(attention-33, With-30) advmod(much-32, so-31) amod(attention-33, much-32) nmod:with(<p>-29, attention-33) acl(attention-33, focused-34) advmod(focused-34, nowadays-35) case(mice-38, on-36) amod(mice-38, gene-altered-37) nmod:on(focused-34, mice-38) det(tool-44, the-40) amod(tool-44, promising-41) amod(tool-44, new-42) compound(tool-44, research-43) dep(attention-33, tool-44) case(genetics-47, of-45) amod(genetics-47, modern-46) nmod:of(tool-44, genetics-47) nsubj(seems-50, it-49) parataxis(appear-25, seems-50) amod(researchers-52, few-51) nsubj(remember-53, researchers-52) ccomp(seems-50, remember-53) det(fly-57, the-54) amod(fly-57, lowly-55) compound(fly-57, fruit-56) dobj(remember-53, fly-57) nsubj(bared-63, fly-57) ref(fly-57, which-59) case(decades-61, for-60) nmod:for(bared-63, decades-61) aux(bared-63, has-62) acl:relcl(fly-57, bared-63) nmod:poss(genes-65, its-64) dobj(bared-63, genes-65) mark(inquiring-67, to-66) advcl(bared-63, inquiring-67) dobj(inquiring-67, biologists-68)  ",fly,57,"det(fly-57, the-54) amod(fly-57, lowly-55) compound(fly-57, fruit-56) ref(fly-57, which-59) acl:relcl(fly-57, bared-63) dobj(remember-53, fly-57) nsubj(bared-63, fly-57) ","remember the lowly fruit fly , which for decades has bared",NN,[],bared,VBN,subject,[],[],[],[],[],['the'],[],['fruit'],['lowly'],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"But as geneticists leaped from fruit fly to mouse , did they overlook another six-legged candidate ?","But/CC as/RB geneticists/NNS leaped/VBD from/IN fruit/NN fly/NN to/TO mouse/NN ,/, did/VBD they/PRP overlook/VB another/DT six-legged/JJ candidate/NN ?/."," cc(leaped-4, But-1) advmod(geneticists-3, as-2) nsubj(leaped-4, geneticists-3) dep(overlook-13, leaped-4) case(fly-7, from-5) compound(fly-7, fruit-6) nmod:from(leaped-4, fly-7) case(mouse-9, to-8) nmod:to(leaped-4, mouse-9) aux(overlook-13, did-11) nsubj(overlook-13, they-12) root(ROOT-0, overlook-13) det(candidate-16, another-14) amod(candidate-16, six-legged-15) dobj(overlook-13, candidate-16)  ",fly,7,"case(fly-7, from-5) compound(fly-7, fruit-6) nmod:from(leaped-4, fly-7) ","as geneticists leaped from fruit fly to mouse , did they",NN,[],,,,,"[('from', 'leaped')]",['from'],['leaped'],[],[],[],['fruit'],[],[],[],[],['from'],[],[],[],[],,,singular,,,unknown,unknown
"Might the fruit fly 's close cousin , the mosquito , deserve more scrutiny from molecular biologists ?","Might/VB the/DT fruit/NN fly/NN 's/POS close/JJ cousin/NN ,/, the/DT mosquito/NN ,/, deserve/VB more/JJR scrutiny/NN from/IN molecular/JJ biologists/NNS ?/."," root(ROOT-0, Might-1) det(fly-4, the-2) compound(fly-4, fruit-3) nmod:poss(cousin-7, fly-4) case(fly-4, 's-5) amod(cousin-7, close-6) nsubj(deserve-12, cousin-7) det(mosquito-10, the-9) appos(cousin-7, mosquito-10) ccomp(Might-1, deserve-12) amod(scrutiny-14, more-13) dobj(deserve-12, scrutiny-14) case(biologists-17, from-15) amod(biologists-17, molecular-16) nmod:from(deserve-12, biologists-17)  ",fly,4,"det(fly-4, the-2) compound(fly-4, fruit-3) case(fly-4, 's-5) nmod:poss(cousin-7, fly-4) ","Might the fruit fly 's close cousin , the",NN,[],,,,,[],[],[],[],['the'],[],['fruit'],[],['cousin'],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"Researchers at labs around the country in the past two or three years have succeeded in building a host of machines with moving parts smaller than a fly 's foot : gears , springs , slides , levers , tongs and diaphragms that are virtually invisible to the naked eye .","Researchers/NNS at/IN labs/NNS around/IN the/DT country/NN in/IN the/DT past/JJ two/CD or/CC three/CD years/NNS have/VBP succeeded/VBN in/IN building/VBG a/DT host/NN of/IN machines/NNS with/IN moving/VBG parts/NNS smaller/JJR than/IN a/DT fly/NN 's/POS foot/NN :/: gears/NNS ,/, springs/NNS ,/, slides/NNS ,/, levers/NNS ,/, tongs/NNS and/CC diaphragms/NNS that/WDT are/VBP virtually/RB invisible/JJ to/TO the/DT naked/JJ eye/NN ./."," nsubj(succeeded-15, Researchers-1) case(labs-3, at-2) nmod:at(Researchers-1, labs-3) case(country-6, around-4) det(country-6, the-5) nmod:around(labs-3, country-6) case(two-10, in-7) det(two-10, the-8) amod(two-10, past-9) nmod:in(country-6, two-10) cc(two-10, or-11) nummod(years-13, three-12) nmod:in(country-6, years-13) conj:or(two-10, years-13) aux(succeeded-15, have-14) root(ROOT-0, succeeded-15) mark(building-17, in-16) advcl(succeeded-15, building-17) det(host-19, a-18) dobj(building-17, host-19) case(machines-21, of-20) nmod:of(host-19, machines-21) mark(moving-23, with-22) advcl(building-17, moving-23) nsubj(smaller-25, parts-24) xcomp(moving-23, smaller-25) case(foot-30, than-26) det(fly-28, a-27) nmod:poss(foot-30, fly-28) case(fly-28, 's-29) nmod:than(smaller-25, foot-30) dep(foot-30, gears-32) nsubj(invisible-46, gears-32) dep(foot-30, springs-34) conj:and(gears-32, springs-34) nsubj(invisible-46, springs-34) dep(foot-30, slides-36) conj:and(gears-32, slides-36) nsubj(invisible-46, slides-36) dep(foot-30, levers-38) conj:and(gears-32, levers-38) nsubj(invisible-46, levers-38) dep(foot-30, tongs-40) conj:and(gears-32, tongs-40) nsubj(invisible-46, tongs-40) cc(gears-32, and-41) dep(foot-30, diaphragms-42) conj:and(gears-32, diaphragms-42) nsubj(invisible-46, diaphragms-42) ref(gears-32, that-43) cop(invisible-46, are-44) advmod(invisible-46, virtually-45) acl:relcl(gears-32, invisible-46) case(eye-50, to-47) det(eye-50, the-48) amod(eye-50, naked-49) nmod:to(invisible-46, eye-50)  ",fly,28,"det(fly-28, a-27) case(fly-28, 's-29) nmod:poss(foot-30, fly-28) ","moving parts smaller than a fly 's foot : gears ,",NN,[],,,,,[],[],[],[],['a'],[],[],[],['foot'],[],[],[],[],[],[],[],a,unit,singular,,A+N,countable,unknown
But even a master modeler like Gawley could n't make the train fly .,But/CC even/RB a/DT master/NN modeler/NN like/IN Gawley/NNP could/MD n't/RB make/VB the/DT train/NN fly/NN ./.," cc(make-10, But-1) advmod(modeler-5, even-2) det(modeler-5, a-3) compound(modeler-5, master-4) nsubj(make-10, modeler-5) case(Gawley-7, like-6) nmod:like(modeler-5, Gawley-7) aux(make-10, could-8) neg(make-10, n't-9) root(ROOT-0, make-10) det(fly-13, the-11) compound(fly-13, train-12) dobj(make-10, fly-13)  ",fly,13,"det(fly-13, the-11) compound(fly-13, train-12) dobj(make-10, fly-13) ",could n't make the train fly .,NN,[],make,VB,object,[],[],[],[],[],['the'],[],['train'],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"A five-and-one-half-inch tongue reaches full extension in one-sixteenth of a second , fast enough to pluck a fly from the air .","A/DT five-and-one-half-inch/JJ tongue/NN reaches/VBZ full/JJ extension/NN in/IN one-sixteenth/NN of/IN a/DT second/NN ,/, fast/RB enough/RB to/TO pluck/VB a/DT fly/NN from/IN the/DT air/NN ./."," det(tongue-3, A-1) amod(tongue-3, five-and-one-half-inch-2) nsubj(reaches-4, tongue-3) root(ROOT-0, reaches-4) amod(extension-6, full-5) dobj(reaches-4, extension-6) case(one-sixteenth-8, in-7) nmod:in(reaches-4, one-sixteenth-8) case(second-11, of-9) det(second-11, a-10) nmod:of(one-sixteenth-8, second-11) advmod(enough-14, fast-13) advmod(reaches-4, enough-14) mark(pluck-16, to-15) dep(enough-14, pluck-16) det(fly-18, a-17) dobj(pluck-16, fly-18) case(air-21, from-19) det(air-21, the-20) nmod:from(pluck-16, air-21)  ",fly,18,"det(fly-18, a-17) dobj(pluck-16, fly-18) ",fast enough to pluck a fly from the air .,NN,[],pluck,VB,object,[],[],[],[],[],['a'],[],[],[],[],[],[],[],[],[],[],[],a,unit,singular,ambiguous,A+N,countable,unknown
"The stomping also breaks up the cowpies , kills fly eggs and aids absorption of the manure .","The/DT stomping/NN also/RB breaks/VBZ up/RP the/DT cowpies/NNS ,/, kills/VBZ fly/NN eggs/NNS and/CC aids/VBZ absorption/NN of/IN the/DT manure/NN ./."," det(stomping-2, The-1) nsubj(breaks-4, stomping-2) nsubj(kills-9, stomping-2) nsubj(aids-13, stomping-2) advmod(breaks-4, also-3) root(ROOT-0, breaks-4) compound:prt(breaks-4, up-5) det(cowpies-7, the-6) dobj(breaks-4, cowpies-7) conj:and(breaks-4, kills-9) compound(eggs-11, fly-10) dobj(kills-9, eggs-11) cc(breaks-4, and-12) conj:and(breaks-4, aids-13) dobj(aids-13, absorption-14) case(manure-17, of-15) det(manure-17, the-16) nmod:of(absorption-14, manure-17)  ",fly,10,"compound(eggs-11, fly-10) ","up the cowpies , kills fly eggs and aids absorption of",NN,[],kills,VBZ,object,[],[],[],[],[],[],[],['eggs'],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown,unknown
