sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability
"<p> As illustrated in Figure 2 , within the secure boundary reside the input and output data buffers , execution controls , cryptographic algorithmic engines , and key storage , which includes DES master and auxiliary keys , signature keys , key part queues , and export control data .","<p>/CD As/RB illustrated/VBN in/IN Figure/NNP 2/CD ,/, within/IN the/DT secure/JJ boundary/NN reside/VBZ the/DT input/NN and/CC output/NN data/NNS buffers/NNS ,/, execution/NN controls/NNS ,/, cryptographic/JJ algorithmic/JJ engines/NNS ,/, and/CC key/JJ storage/NN ,/, which/WDT includes/VBZ DES/NNP master/NN and/CC auxiliary/JJ keys/NNS ,/, signature/NN keys/NNS ,/, key/JJ part/NN queues/NNS ,/, and/CC export/NN control/NN data/NNS ./."," nmod:npmod(As-2, <p>-1) advmod(illustrated-3, As-2) root(ROOT-0, illustrated-3) case(Figure-5, in-4) nmod:in(illustrated-3, Figure-5) nummod(Figure-5, 2-6) case(boundary-11, within-8) det(boundary-11, the-9) amod(boundary-11, secure-10) nmod:within(illustrated-3, boundary-11) dep(illustrated-3, reside-12) det(data-17, the-13) compound(data-17, input-14) cc(input-14, and-15) conj:and(input-14, output-16) compound(data-17, output-16) dobj(reside-12, data-17) nsubj(illustrated-3, buffers-18) nsubj(includes-32, buffers-18) compound(controls-21, execution-20) appos(buffers-18, controls-21) amod(engines-25, cryptographic-23) amod(engines-25, algorithmic-24) appos(buffers-18, engines-25) conj:and(controls-21, engines-25) cc(controls-21, and-27) amod(storage-29, key-28) appos(buffers-18, storage-29) conj:and(controls-21, storage-29) ref(buffers-18, which-31) acl:relcl(buffers-18, includes-32) compound(master-34, DES-33) dobj(includes-32, master-34) cc(master-34, and-35) amod(keys-37, auxiliary-36) dobj(includes-32, keys-37) conj:and(master-34, keys-37) compound(keys-40, signature-39) dobj(includes-32, keys-40) conj:and(master-34, keys-40) amod(queues-44, key-42) compound(queues-44, part-43) dobj(includes-32, queues-44) conj:and(master-34, queues-44) cc(master-34, and-46) compound(data-49, export-47) compound(data-49, control-48) dobj(includes-32, data-49) conj:and(master-34, data-49)  ",keys,37,"amod(keys-37, auxiliary-36) dobj(includes-32, keys-37) conj:and(master-34, keys-37) ","includes DES master and auxiliary keys , signature keys , key",NNS,[],includes,VBZ,object,[],[],[],[],[],[],"[('and', 'master')]",[],['auxiliary'],[],[],[],[],[],[],,,plural,singular,,unknown
"<p> As illustrated in Figure 2 , within the secure boundary reside the input and output data buffers , execution controls , cryptographic algorithmic engines , and key storage , which includes DES master and auxiliary keys , signature keys , key part queues , and export control data .","<p>/CD As/RB illustrated/VBN in/IN Figure/NNP 2/CD ,/, within/IN the/DT secure/JJ boundary/NN reside/VBZ the/DT input/NN and/CC output/NN data/NNS buffers/NNS ,/, execution/NN controls/NNS ,/, cryptographic/JJ algorithmic/JJ engines/NNS ,/, and/CC key/JJ storage/NN ,/, which/WDT includes/VBZ DES/NNP master/NN and/CC auxiliary/JJ keys/NNS ,/, signature/NN keys/NNS ,/, key/JJ part/NN queues/NNS ,/, and/CC export/NN control/NN data/NNS ./."," nmod:npmod(As-2, <p>-1) advmod(illustrated-3, As-2) root(ROOT-0, illustrated-3) case(Figure-5, in-4) nmod:in(illustrated-3, Figure-5) nummod(Figure-5, 2-6) case(boundary-11, within-8) det(boundary-11, the-9) amod(boundary-11, secure-10) nmod:within(illustrated-3, boundary-11) dep(illustrated-3, reside-12) det(data-17, the-13) compound(data-17, input-14) cc(input-14, and-15) conj:and(input-14, output-16) compound(data-17, output-16) dobj(reside-12, data-17) nsubj(illustrated-3, buffers-18) nsubj(includes-32, buffers-18) compound(controls-21, execution-20) appos(buffers-18, controls-21) amod(engines-25, cryptographic-23) amod(engines-25, algorithmic-24) appos(buffers-18, engines-25) conj:and(controls-21, engines-25) cc(controls-21, and-27) amod(storage-29, key-28) appos(buffers-18, storage-29) conj:and(controls-21, storage-29) ref(buffers-18, which-31) acl:relcl(buffers-18, includes-32) compound(master-34, DES-33) dobj(includes-32, master-34) cc(master-34, and-35) amod(keys-37, auxiliary-36) dobj(includes-32, keys-37) conj:and(master-34, keys-37) compound(keys-40, signature-39) dobj(includes-32, keys-40) conj:and(master-34, keys-40) amod(queues-44, key-42) compound(queues-44, part-43) dobj(includes-32, queues-44) conj:and(master-34, queues-44) cc(master-34, and-46) compound(data-49, export-47) compound(data-49, control-48) dobj(includes-32, data-49) conj:and(master-34, data-49)  ",keys,40,"compound(keys-40, signature-39) dobj(includes-32, keys-40) conj:and(master-34, keys-40) ","and auxiliary keys , signature keys , key part queues ,",NNS,[],includes,VBZ,object,[],[],[],[],[],[],"[('and', 'master')]",['signature'],[],[],[],[],[],[],[],,,plural,singular,,unknown
"Integrated with the key logic is the key storage , which consists of battery-backed-up custom SRAMs that store keys , key parts , and configuration information .","Integrated/NNP with/IN the/DT key/JJ logic/NN is/VBZ the/DT key/JJ storage/NN ,/, which/WDT consists/VBZ of/IN battery-backed-up/JJ custom/NN SRAMs/NNS that/WDT store/VBP keys/NNS ,/, key/JJ parts/NNS ,/, and/CC configuration/NN information/NN ./."," nsubj(storage-9, Integrated-1) case(logic-5, with-2) det(logic-5, the-3) amod(logic-5, key-4) nmod:with(Integrated-1, logic-5) cop(storage-9, is-6) det(storage-9, the-7) amod(storage-9, key-8) root(ROOT-0, storage-9) nsubj(consists-12, storage-9) ref(storage-9, which-11) acl:relcl(storage-9, consists-12) case(SRAMs-16, of-13) amod(SRAMs-16, battery-backed-up-14) compound(SRAMs-16, custom-15) nmod:of(consists-12, SRAMs-16) nsubj(store-18, SRAMs-16) ref(SRAMs-16, that-17) acl:relcl(SRAMs-16, store-18) dobj(store-18, keys-19) amod(parts-22, key-21) dobj(store-18, parts-22) conj:and(keys-19, parts-22) cc(keys-19, and-24) compound(information-26, configuration-25) dobj(store-18, information-26) conj:and(keys-19, information-26)  ",keys,19,"conj:and(keys-19, parts-22) cc(keys-19, and-24) conj:and(keys-19, information-26) dobj(store-18, keys-19) ","battery-backed-up custom SRAMs that store keys , key parts , and",NNS,[],store,VBP,object,[],[],[],[],[],[],"[('and', 'parts'), ('and', 'information')]",[],[],[],[],[],[],[],[],,,plural,plural,,unknown
"Once a cryptographic instruction is initiated by the CPU LIC , the data sent is stored in the input data buffer , and the main hardware state machine will control sending the data and keys ( if needed ) to the appropriate engine for processing .","Once/IN a/DT cryptographic/JJ instruction/NN is/VBZ initiated/VBN by/IN the/DT CPU/NNP LIC/NNP ,/, the/DT data/NNS sent/VBD is/VBZ stored/VBN in/IN the/DT input/NN data/NNS buffer/NN ,/, and/CC the/DT main/JJ hardware/NN state/NN machine/NN will/MD control/VB sending/VBG the/DT data/NNS and/CC keys/NNS -LRB-/-LRB- if/IN needed/VBD -RRB-/-RRB- to/TO the/DT appropriate/JJ engine/NN for/IN processing/VBG ./."," mark(initiated-6, Once-1) det(instruction-4, a-2) amod(instruction-4, cryptographic-3) nsubjpass(initiated-6, instruction-4) auxpass(initiated-6, is-5) advcl(sent-14, initiated-6) case(LIC-10, by-7) det(LIC-10, the-8) compound(LIC-10, CPU-9) nmod:by(initiated-6, LIC-10) det(data-13, the-12) nsubj(sent-14, data-13) root(ROOT-0, sent-14) auxpass(stored-16, is-15) ccomp(sent-14, stored-16) case(buffer-21, in-17) det(buffer-21, the-18) compound(buffer-21, input-19) compound(buffer-21, data-20) nmod:in(stored-16, buffer-21) cc(sent-14, and-23) det(machine-28, the-24) amod(machine-28, main-25) compound(machine-28, hardware-26) compound(machine-28, state-27) nsubj(control-30, machine-28) aux(control-30, will-29) conj:and(sent-14, control-30) xcomp(control-30, sending-31) det(data-33, the-32) dobj(sending-31, data-33) cc(data-33, and-34) dobj(sending-31, keys-35) conj:and(data-33, keys-35) mark(needed-38, if-37) parataxis(control-30, needed-38) case(engine-43, to-40) det(engine-43, the-41) amod(engine-43, appropriate-42) nmod:to(control-30, engine-43) case(processing-45, for-44) nmod:for(engine-43, processing-45)  ",keys,35,"dobj(sending-31, keys-35) conj:and(data-33, keys-35) ",control sending the data and keys ( if needed ) to,NNS,[],sending,VBG,object,[],[],[],[],[],[],"[('and', 'data')]",[],[],[],[],[],[],[],[],,,plural,ambiguous,,unknown
The DES algorithm ciphers a 64-bit block of plaintext into a 64-bit block of ciphertext under the control of a 56-bit cryptographic key .,The/DT DES/NNP algorithm/NN ciphers/VBZ a/DT 64-bit/JJ block/NN of/IN plaintext/NN into/IN a/DT 64-bit/JJ block/NN of/IN ciphertext/NN under/IN the/DT control/NN of/IN a/DT 56-bit/JJ cryptographic/JJ key/NN ./.," det(algorithm-3, The-1) compound(algorithm-3, DES-2) nsubj(ciphers-4, algorithm-3) root(ROOT-0, ciphers-4) det(block-7, a-5) amod(block-7, 64-bit-6) dobj(ciphers-4, block-7) case(plaintext-9, of-8) nmod:of(block-7, plaintext-9) case(block-13, into-10) det(block-13, a-11) amod(block-13, 64-bit-12) nmod:into(ciphers-4, block-13) case(ciphertext-15, of-14) nmod:of(block-13, ciphertext-15) case(control-18, under-16) det(control-18, the-17) nmod:under(ciphertext-15, control-18) case(key-23, of-19) det(key-23, a-20) amod(key-23, 56-bit-21) amod(key-23, cryptographic-22) nmod:of(control-18, key-23)  ",key,23,"case(key-23, of-19) det(key-23, a-20) amod(key-23, 56-bit-21) amod(key-23, cryptographic-22) nmod:of(control-18, key-23) ",control of a 56-bit cryptographic key .,NN,[],,,,,"[('of', 'control')]",['of'],['control'],[],['a'],[],[],['cryptographic'],[],[],[],['of'],[],[],a,unit,singular,,A+N,countable
"Once a PIN has been inserted into a PIN block , the block is enciphered under a PIN transport key before it is sent to the outside world .","Once/IN a/DT PIN/NNP has/VBZ been/VBN inserted/VBN into/IN a/DT PIN/NNP block/NN ,/, the/DT block/NN is/VBZ enciphered/VBN under/IN a/DT PIN/NNP transport/NN key/NN before/IN it/PRP is/VBZ sent/VBN to/TO the/DT outside/JJ world/NN ./."," mark(inserted-6, Once-1) det(PIN-3, a-2) nsubjpass(inserted-6, PIN-3) aux(inserted-6, has-4) auxpass(inserted-6, been-5) advcl(enciphered-15, inserted-6) case(block-10, into-7) det(block-10, a-8) compound(block-10, PIN-9) nmod:into(inserted-6, block-10) det(block-13, the-12) nsubjpass(enciphered-15, block-13) auxpass(enciphered-15, is-14) root(ROOT-0, enciphered-15) case(key-20, under-16) det(key-20, a-17) compound(key-20, PIN-18) compound(key-20, transport-19) nmod:under(enciphered-15, key-20) mark(sent-24, before-21) nsubjpass(sent-24, it-22) auxpass(sent-24, is-23) advcl(enciphered-15, sent-24) case(world-28, to-25) det(world-28, the-26) amod(world-28, outside-27) nmod:to(sent-24, world-28)  ",key,20,"case(key-20, under-16) det(key-20, a-17) compound(key-20, PIN-18) compound(key-20, transport-19) nmod:under(enciphered-15, key-20) ",enciphered under a PIN transport key before it is sent to,NN,[],,,,,"[('under', 'enciphered')]",['under'],['enciphered'],[],['a'],[],"['PIN', 'transport']",[],[],[],[],['under'],[],[],a,unit,singular,,A+N,countable
"PIN translation allows the PIN block format , the enciphering key , or the format-padding parameters to be changed while translation occurs .","PIN/NNP translation/NN allows/VBZ the/DT PIN/NNP block/NN format/NN ,/, the/DT enciphering/JJ key/NN ,/, or/CC the/DT format-padding/JJ parameters/NNS to/TO be/VB changed/VBN while/IN translation/NN occurs/VBZ ./."," compound(translation-2, PIN-1) nsubj(allows-3, translation-2) root(ROOT-0, allows-3) det(format-7, the-4) compound(format-7, PIN-5) compound(format-7, block-6) dobj(allows-3, format-7) nsubjpass(changed-19, format-7) det(key-11, the-9) amod(key-11, enciphering-10) dobj(allows-3, key-11) conj:or(format-7, key-11) nsubjpass(changed-19, key-11) cc(format-7, or-13) det(parameters-16, the-14) amod(parameters-16, format-padding-15) dobj(allows-3, parameters-16) conj:or(format-7, parameters-16) nsubjpass(changed-19, parameters-16) mark(changed-19, to-17) auxpass(changed-19, be-18) xcomp(allows-3, changed-19) mark(occurs-22, while-20) nsubj(occurs-22, translation-21) advcl(changed-19, occurs-22)  ",key,11,"det(key-11, the-9) amod(key-11, enciphering-10) dobj(allows-3, key-11) conj:or(format-7, key-11) nsubjpass(changed-19, key-11) ","block format , the enciphering key , or the format-padding parameters",NN,[],changed,VBN,subject,[],[],[],[],[],['the'],"[('or', 'format')]",[],['enciphering'],[],[],[],[],[],[],,,singular,ambiguous,,unknown
"Signed requests do alter the state of the SCM by performing such operations as creating transport keys , loading DES key parts , exporting encrypted keys , and setting permissions .","Signed/JJ requests/NNS do/VBP alter/VB the/DT state/NN of/IN the/DT SCM/NNP by/IN performing/VBG such/JJ operations/NNS as/IN creating/VBG transport/NN keys/NNS ,/, loading/VBG DES/NNP key/JJ parts/NNS ,/, exporting/VBG encrypted/JJ keys/NNS ,/, and/CC setting/VBG permissions/NNS ./."," amod(requests-2, Signed-1) nsubj(alter-4, requests-2) aux(alter-4, do-3) root(ROOT-0, alter-4) det(state-6, the-5) dobj(alter-4, state-6) case(SCM-9, of-7) det(SCM-9, the-8) nmod:of(state-6, SCM-9) mark(performing-11, by-10) advcl(alter-4, performing-11) amod(operations-13, such-12) dobj(performing-11, operations-13) mark(creating-15, as-14) advcl(performing-11, creating-15) compound(keys-17, transport-16) dobj(creating-15, keys-17) advcl(alter-4, loading-19) conj:and(performing-11, loading-19) compound(parts-22, DES-20) amod(parts-22, key-21) dobj(loading-19, parts-22) advcl(alter-4, exporting-24) conj:and(performing-11, exporting-24) amod(keys-26, encrypted-25) dobj(exporting-24, keys-26) cc(performing-11, and-28) advcl(alter-4, setting-29) conj:and(performing-11, setting-29) dobj(setting-29, permissions-30)  ",keys,17,"compound(keys-17, transport-16) dobj(creating-15, keys-17) ","such operations as creating transport keys , loading DES key parts",NNS,[],creating,VBG,object,[],[],[],[],[],[],[],['transport'],[],[],[],[],[],[],[],,,plural,ambiguous,,unknown
"Signed requests do alter the state of the SCM by performing such operations as creating transport keys , loading DES key parts , exporting encrypted keys , and setting permissions .","Signed/JJ requests/NNS do/VBP alter/VB the/DT state/NN of/IN the/DT SCM/NNP by/IN performing/VBG such/JJ operations/NNS as/IN creating/VBG transport/NN keys/NNS ,/, loading/VBG DES/NNP key/JJ parts/NNS ,/, exporting/VBG encrypted/JJ keys/NNS ,/, and/CC setting/VBG permissions/NNS ./."," amod(requests-2, Signed-1) nsubj(alter-4, requests-2) aux(alter-4, do-3) root(ROOT-0, alter-4) det(state-6, the-5) dobj(alter-4, state-6) case(SCM-9, of-7) det(SCM-9, the-8) nmod:of(state-6, SCM-9) mark(performing-11, by-10) advcl(alter-4, performing-11) amod(operations-13, such-12) dobj(performing-11, operations-13) mark(creating-15, as-14) advcl(performing-11, creating-15) compound(keys-17, transport-16) dobj(creating-15, keys-17) advcl(alter-4, loading-19) conj:and(performing-11, loading-19) compound(parts-22, DES-20) amod(parts-22, key-21) dobj(loading-19, parts-22) advcl(alter-4, exporting-24) conj:and(performing-11, exporting-24) amod(keys-26, encrypted-25) dobj(exporting-24, keys-26) cc(performing-11, and-28) advcl(alter-4, setting-29) conj:and(performing-11, setting-29) dobj(setting-29, permissions-30)  ",keys,26,"amod(keys-26, encrypted-25) dobj(exporting-24, keys-26) ","key parts , exporting encrypted keys , and setting permissions .",NNS,[],exporting,VBG,object,[],[],[],[],[],[],[],[],['encrypted'],[],[],[],[],[],[],,,plural,ambiguous,,unknown
"<p> There are two sizes of C-SRAM : The first is 64 elements by 73 bits and is used for the key buffer , key part , signature-object master key , and receive-object master key arrays ; the second is 512 elements by 73 bits , which is used twice to make a logical 1024-element PKA array .","<p>/RB There/EX are/VBP two/CD sizes/NNS of/IN C-SRAM/NN :/: The/DT first/JJ is/VBZ 64/CD elements/NNS by/IN 73/CD bits/NNS and/CC is/VBZ used/VBN for/IN the/DT key/JJ buffer/NN ,/, key/JJ part/NN ,/, signature-object/JJ master/NN key/NN ,/, and/CC receive-object/JJ master/NN key/NN arrays/NNS ;/: the/DT second/NN is/VBZ 512/CD elements/NNS by/IN 73/CD bits/NNS ,/, which/WDT is/VBZ used/VBN twice/RB to/TO make/VB a/DT logical/JJ 1024-element/JJ PKA/NNP array/NN ./."," advmod(are-3, <p>-1) expl(are-3, There-2) root(ROOT-0, are-3) nummod(sizes-5, two-4) nsubj(are-3, sizes-5) case(C-SRAM-7, of-6) nmod:of(sizes-5, C-SRAM-7) det(first-10, The-9) nsubj(elements-13, first-10) nsubjpass(used-19, first-10) cop(elements-13, is-11) nummod(elements-13, 64-12) parataxis(are-3, elements-13) case(bits-16, by-14) nummod(bits-16, 73-15) nmod:by(elements-13, bits-16) cc(elements-13, and-17) auxpass(used-19, is-18) parataxis(are-3, used-19) conj:and(elements-13, used-19) case(buffer-23, for-20) det(buffer-23, the-21) amod(buffer-23, key-22) nmod:for(used-19, buffer-23) amod(part-26, key-25) nmod:for(used-19, part-26) conj:and(buffer-23, part-26) amod(key-30, signature-object-28) compound(key-30, master-29) nmod:for(used-19, key-30) conj:and(buffer-23, key-30) cc(buffer-23, and-32) amod(arrays-36, receive-object-33) compound(arrays-36, master-34) compound(arrays-36, key-35) nmod:for(used-19, arrays-36) conj:and(buffer-23, arrays-36) det(second-39, the-38) nsubj(elements-42, second-39) cop(elements-42, is-40) nummod(elements-42, 512-41) parataxis(are-3, elements-42) case(bits-45, by-43) nummod(bits-45, 73-44) nmod:by(elements-42, bits-45) nsubjpass(used-49, bits-45) nsubj(make-52, bits-45) ref(bits-45, which-47) auxpass(used-49, is-48) acl:relcl(bits-45, used-49) advmod(used-49, twice-50) mark(make-52, to-51) xcomp(used-49, make-52) det(array-57, a-53) amod(1024-element-55, logical-54) amod(array-57, 1024-element-55) compound(array-57, PKA-56) dobj(make-52, array-57)  ",key,30,"amod(key-30, signature-object-28) compound(key-30, master-29) nmod:for(used-19, key-30) conj:and(buffer-23, key-30) ","key part , signature-object master key , and receive-object master key",NN,[],,,,,"[('for', 'used')]",['for'],['used'],[],[],"[('and', 'buffer')]",['master'],[],[],[],[],[],[],[],,,singular,,,unknown
"<p> There are two sizes of C-SRAM : The first is 64 elements by 73 bits and is used for the key buffer , key part , signature-object master key , and receive-object master key arrays ; the second is 512 elements by 73 bits , which is used twice to make a logical 1024-element PKA array .","<p>/RB There/EX are/VBP two/CD sizes/NNS of/IN C-SRAM/NN :/: The/DT first/JJ is/VBZ 64/CD elements/NNS by/IN 73/CD bits/NNS and/CC is/VBZ used/VBN for/IN the/DT key/JJ buffer/NN ,/, key/JJ part/NN ,/, signature-object/JJ master/NN key/NN ,/, and/CC receive-object/JJ master/NN key/NN arrays/NNS ;/: the/DT second/NN is/VBZ 512/CD elements/NNS by/IN 73/CD bits/NNS ,/, which/WDT is/VBZ used/VBN twice/RB to/TO make/VB a/DT logical/JJ 1024-element/JJ PKA/NNP array/NN ./."," advmod(are-3, <p>-1) expl(are-3, There-2) root(ROOT-0, are-3) nummod(sizes-5, two-4) nsubj(are-3, sizes-5) case(C-SRAM-7, of-6) nmod:of(sizes-5, C-SRAM-7) det(first-10, The-9) nsubj(elements-13, first-10) nsubjpass(used-19, first-10) cop(elements-13, is-11) nummod(elements-13, 64-12) parataxis(are-3, elements-13) case(bits-16, by-14) nummod(bits-16, 73-15) nmod:by(elements-13, bits-16) cc(elements-13, and-17) auxpass(used-19, is-18) parataxis(are-3, used-19) conj:and(elements-13, used-19) case(buffer-23, for-20) det(buffer-23, the-21) amod(buffer-23, key-22) nmod:for(used-19, buffer-23) amod(part-26, key-25) nmod:for(used-19, part-26) conj:and(buffer-23, part-26) amod(key-30, signature-object-28) compound(key-30, master-29) nmod:for(used-19, key-30) conj:and(buffer-23, key-30) cc(buffer-23, and-32) amod(arrays-36, receive-object-33) compound(arrays-36, master-34) compound(arrays-36, key-35) nmod:for(used-19, arrays-36) conj:and(buffer-23, arrays-36) det(second-39, the-38) nsubj(elements-42, second-39) cop(elements-42, is-40) nummod(elements-42, 512-41) parataxis(are-3, elements-42) case(bits-45, by-43) nummod(bits-45, 73-44) nmod:by(elements-42, bits-45) nsubjpass(used-49, bits-45) nsubj(make-52, bits-45) ref(bits-45, which-47) auxpass(used-49, is-48) acl:relcl(bits-45, used-49) advmod(used-49, twice-50) mark(make-52, to-51) xcomp(used-49, make-52) det(array-57, a-53) amod(1024-element-55, logical-54) amod(array-57, 1024-element-55) compound(array-57, PKA-56) dobj(make-52, array-57)  ",key,35,"compound(arrays-36, key-35) ","key , and receive-object master key arrays ; the second is",NN,[],,,,,[],[],[],[],[],[],['arrays'],[],[],[],[],[],[],[],,,singular,,,unknown
